run_accession	accession	accessionVersion	authors	authorAffiliations	submitter	groupName	geoLocCountry	geoLocAdmin1	sampleCollectionDate	releasedDate	ncbiVirusName	sequencingInstrument	sequencingAssayType	sequencingProtocol	sequencedByOrganization	bioprojectAccession	biosampleAccession	library_source	library_strategy	library_selection	instrument_platform	instrument_model	read_count	base_count	first_public	insdcRawReadsAccession_raw
ERR17091464	PP_006UZ14	PP_006UZ14.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-02-16	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249323	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	617000	69844845	2026-05-02	ERR17091464
ERR17091465	PP_006UZ22	PP_006UZ22.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-02-21	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249324	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	528926	59685970	2026-05-02	ERR17091465
ERR17091466	PP_006UZ30	PP_006UZ30.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-02-25	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249325	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	397112	45213349	2026-05-02	ERR17091466
ERR17091467	PP_006UZ4Y	PP_006UZ4Y.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-03-06	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249326	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	506230	57636571	2026-05-02	ERR17091467
ERR17091468	PP_006UZ5W	PP_006UZ5W.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-03-09	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249327	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	428744	48903834	2026-05-02	ERR17091468
ERR17091469	PP_006UZ6U	PP_006UZ6U.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-03-10	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249328	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	435558	49756815	2026-05-02	ERR17091469
ERR17091470	PP_006UZ7S	PP_006UZ7S.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-03-04	2026-04-28		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v4		PRJEB53055	SAMEA122249329	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	474918	53784414	2026-05-02	ERR17091470
ERR17091471	PP_006UZ8Q	PP_006UZ8Q.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-03-09	2026-04-28		Illumina NextSeq 551		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v5		PRJEB53055	SAMEA122249330	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	371460	42049069	2026-05-02	ERR17091471
ERR17091472	PP_006UZ9N	PP_006UZ9N.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-04-02	2026-04-28		Illumina NextSeq 552		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v6		PRJEB53055	SAMEA122249331	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	496688	56748927	2026-05-02	ERR17091472
ERR17156134	PP_006UZZ7	PP_006UZZ7.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-03-30	2026-04-30		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v5		PRJEB53055	SAMEA122301483	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	516166	58624764	2026-05-05	ERR17156134
ERR17156135	PP_006V003	PP_006V003.1	Sobral, Daniel; Cordeiro, Rita; Coelho, Luis; Ferreira, Rita; Isidro, Joana; Borges, Vitor; Gomes, Joao Paulo	Instituto Nacional de Saude Doutor Ricardo Jorge (INSA), Portugal	daniel.sobral	Genomics and Bioinformatics Unit @ INSA, Portugal	Portugal		2026-04-08	2026-04-30		Illumina NextSeq 550		dx.doi.org/10.17504/protocols.io.5qpvob1nbl4o/v6		PRJEB53055	SAMEA122301484	METAGENOMIC	WGS	PCR	ILLUMINA	NextSeq 550	606944	69315924	2026-05-05	ERR17156135
SRR38318774	PP_006VEA3	PP_006VEA3.1	Gigante, C.; Baumgartner, J.; Hughes, C.; Deng, J.; Tuttle, A.; Tayebi, Z.; Minhaj, F.; Wilkins, K.; Davidson, W.; Hughes, S.; Hutson, C.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2026-03	2026-05-07	Monkeypox virus					PRJNA849962	SAMN57546165	METAGENOMIC	WGS	RANDOM	ILLUMINA	NextSeq 1000	2557827	534006643	2026-05-02	SRR38318774
SRR38318776	PP_006VEB1	PP_006VEB1.1	Gigante, C.; Mann, E.; Gagne, L.; Doucette, M.; Brown, C.; Hughes, C.; Deng, J.; Tayebi, Z.; Wilkins, K.; Davidson, W.; Tharpe, I.; Pillai, S.; Madoff, L.; Fortes, E.; Sabina, B.; Epie, N.; Bhattacharyya, S.; Hutson, C.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MA	2026-02	2026-05-07	Monkeypox virus					PRJNA849962	SAMN57546163	METAGENOMIC	WGS	RANDOM	ILLUMINA	NextSeq 1000	1184286	215009182	2026-05-02	SRR38318776
SRR38318775	PP_006VECZ	PP_006VECZ.1	Gigante, C.; Turabelidze, G.; Bos, J.; Hughes, C.; Deng, J.; Tuttle, A.; Tayebi, Z.; Minhaj, F.; Wilkins, K.; Davidson, W.; Koffarnus, N.; Berkley, A.; Hutson, C.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MO	2026-02	2026-05-07	Monkeypox virus					PRJNA849962	SAMN57546167	METAGENOMIC	WGS	RANDOM	ILLUMINA	NextSeq 1000	304083	50459939	2026-05-02	SRR38318775
SRR38318625	PP_006VEDX	PP_006VEDX.1	Gigante, C.; Turabelidze, G.; Bos, J.; Hughes, C.; Deng, J.; Tuttle, A.; Tayebi, Z.; Minhaj, F.; Wilkins, K.; Davidson, W.; Koffarnus, N.; Berkley, A.; Hutson, C.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MO	2026-02	2026-05-07	Monkeypox virus					PRJNA849962	SAMN57546164	METAGENOMIC	WGS	RANDOM	ILLUMINA	NextSeq 1000	130926	24602063	2026-05-02	SRR38318625
SRR38318698	PP_006VEEV	PP_006VEEV.1	Gigante, C.; Hughes, C.; Deng, J.; Tuttle, A.; Tayebi, Z.; Minhaj, F.; Wilkins, K.; Davidson, W.; Hutson, C.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	IL	2025-10	2026-05-07	Monkeypox virus					PRJNA849962	SAMN57546166	METAGENOMIC	WGS	RANDOM	ILLUMINA	NextSeq 1000	137932	26733593	2026-05-02	SRR38318698
SRR34716563	PP_006WLL8	PP_006WLL8.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-21	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140148	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	457233	50269411	2025-08-03	SRR34716563
SRR34716562	PP_006WLM6	PP_006WLM6.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-22	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140149	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	375428	25114092	2025-08-04	SRR34716562
SRR34716541	PP_006WLN4	PP_006WLN4.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-26	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140150	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	460832	102750037	2025-08-04	SRR34716541
SRR34716530	PP_006WLP2	PP_006WLP2.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-26	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140151	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	455950	48413105	2025-08-03	SRR34716530
SRR34716519	PP_006WLQ0	PP_006WLQ0.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-26	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140152	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	459645	109424211	2025-08-04	SRR34716519
SRR34716508	PP_006WLRY	PP_006WLRY.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-26	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140153	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	450930	103164583	2025-08-04	SRR34716508
SRR34716497	PP_006WLSW	PP_006WLSW.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-27	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140154	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	52068	10481956	2025-08-04	SRR34716497
SRR34716486	PP_006WLTU	PP_006WLTU.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-27	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140155	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	435807	45336845	2025-08-03	SRR34716486
SRR34716475	PP_006WLUS	PP_006WLUS.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-27	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140156	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	315459	71934194	2025-08-04	SRR34716475
SRR34716464	PP_006WLVQ	PP_006WLVQ.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-28	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140157	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	363810	25182741	2025-08-04	SRR34716464
SRR34716561	PP_006WLWN	PP_006WLWN.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-29	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140158	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	445918	100750122	2025-08-04	SRR34716561
SRR34716550	PP_006WLXL	PP_006WLXL.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-30	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140159	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	415937	96940253	2025-08-04	SRR34716550
SRR34716549	PP_006WLYJ	PP_006WLYJ.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-30	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140160	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	445355	102945779	2025-08-04	SRR34716549
SRR34716548	PP_006WLZG	PP_006WLZG.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-04-30	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140161	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	374019	25001721	2025-08-04	SRR34716548
SRR34716547	PP_006WM0E	PP_006WM0E.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-01	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140162	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	392238	28837676	2025-08-04	SRR34716547
SRR34716546	PP_006WM1C	PP_006WM1C.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-02	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140163	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	455566	48894444	2025-08-03	SRR34716546
SRR34716545	PP_006WM2A	PP_006WM2A.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-02	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140164	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	458102	50588762	2025-08-03	SRR34716545
SRR34716544	PP_006WM38	PP_006WM38.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-02	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140165	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	199997	42292864	2025-08-04	SRR34716544
SRR34716543	PP_006WM46	PP_006WM46.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-03	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140167	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	454564	48932231	2025-08-03	SRR34716543
SRR34716542	PP_006WM54	PP_006WM54.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-04	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140168	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	451303	102888742	2025-08-04	SRR34716542
SRR34716540	PP_006WM62	PP_006WM62.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-04	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140169	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	339449	66679553	2025-08-04	SRR34716540
SRR34716539	PP_006WM70	PP_006WM70.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-03	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140170	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	475008	105031677	2025-08-04	SRR34716539
SRR34716538	PP_006WM8Y	PP_006WM8Y.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-04	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140171	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	473004	105888004	2025-08-04	SRR34716538
SRR34716537	PP_006WM9W	PP_006WM9W.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-04	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140172	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	455641	48106574	2025-08-03	SRR34716537
SRR34716536	PP_006WMAU	PP_006WMAU.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-05	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140173	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	477567	119412790	2025-08-04	SRR34716536
SRR34716535	PP_006WMBS	PP_006WMBS.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-08	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140174	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	454467	49023246	2025-08-03	SRR34716535
SRR34716534	PP_006WMCQ	PP_006WMCQ.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-08	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140175	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	451955	100087083	2025-08-04	SRR34716534
SRR34716533	PP_006WMDN	PP_006WMDN.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-08	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140176	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	445347	97745919	2025-08-04	SRR34716533
SRR34716532	PP_006WMEL	PP_006WMEL.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-08	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140177	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	379290	38602336	2025-08-03	SRR34716532
SRR34716531	PP_006WMFJ	PP_006WMFJ.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-09	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140178	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	444181	45633587	2025-08-03	SRR34716531
